2
Frequency=2440(MHz)

Phi	Theta	Gain . dB
0.14726215564	-1.9946620023	-4.00941356337021
0.14726215564	-1.9447954522	-6.60317556027014
0.14726215564	-1.8949289022	-10.900413573703
0.14726215564	-1.8450623521	-12.4926965410394
0.14726215564	-1.7951958021	-7.46412713995306
0.14726215564	-1.745329252	-3.64747728365449
0.14726215564	-1.6954627019	-1.28739863055024
0.14726215564	-1.6455961519	0.0639210654180325
0.14726215564	-1.5957296018	0.627961798461836
0.14726215564	-1.5458630518	0.496307217252518
0.14726215564	-1.4959965017	-0.322202069983426
0.14726215564	-1.4461299517	-1.80762198388529
0.14726215564	-1.3962634016	-3.75377059051787
0.14726215564	-1.3463968515	-5.117367432098
0.14726215564	-1.2965303015	-4.44364899219401
0.14726215564	-1.2466637514	-2.61991621626826
0.14726215564	-1.1967972014	-1.05303799812635
0.14726215564	-1.1469306513	-0.146306717783538
0.14726215564	-1.0970641013	0.0662406412569527
0.14726215564	-1.0471975512	-0.380836804713555
0.14726215564	-0.9973310011	-1.38806908855771
0.14726215564	-0.9474644511	-2.54612207652317
0.14726215564	-0.897597901	-2.81610443953946
0.14726215564	-0.847731351	-1.52342714631139
0.14726215564	-0.7978648009	0.448220191928852
0.14726215564	-0.7479982509	2.23263254926842
0.14726215564	-0.6981317008	3.58165950826328
